Transaction ID,Date,Product Category,Product Name,Color,Units Sold,Unit Price,Total Revenue,Region,Payment Method
1284,2024-01-07,Upper Wear,Slim Fit T-Shirt,Black,2,799,1598,Bangalore,Debit Card
1285,2024-01-07,Lower Wear,Slim Jeans,Light Blue,1,2999,2999,Bangalore,UPI
1286,2024-01-07,Upper Wear,Hooded Sweatshirt,Red,3,2499,7497,Bangalore,Credit Card
1287,2024-01-07,Lower Wear,Jogger Pants,Navy,1,1799,1799,Bangalore,Credit Card
1288,2024-01-07,Lower Wear,Cargo Shorts,Black,3,1299,3897,Mumbai,Debit Card
1289,2024-01-07,Lower Wear,Jogger Pants,Grey,2,1799,3598,Mumbai,Credit Card
1290,2024-01-07,Upper Wear,Slim Fit T-Shirt,Black,3,799,2397,Mumbai,UPI
1291,2024-01-07,Lower Wear,Jogger Pants,Navy,1,1799,1799,Mumbai,Debit Card
1292,2024-01-07,Upper Wear,Denim Jacket,Indigo,1,4999,4999,Mumbai,UPI
1293,2024-01-07,Upper Wear,Slim Fit T-Shirt,Black,3,799,2397,Mumbai,UPI
1294,2024-01-07,Lower Wear,Slim Jeans,Dark Blue,3,2999,8997,Mumbai,Debit Card
1295,2024-01-07,Lower Wear,Chino Pants,Beige,3,1999,5997,Mumbai,Credit Card
1296,2024-01-07,Lower Wear,Slim Jeans,Dark Blue,3,2999,8997,Mumbai,Credit Card
1297,2024-01-07,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Mumbai,UPI
1298,2024-01-07,Lower Wear,Jogger Pants,Grey,1,1799,1799,Mumbai,Credit Card
1299,2024-01-07,Upper Wear,Casual Shirt,Grey,1,1499,1499,Mumbai,UPI
1300,2024-01-07,Upper Wear,Hooded Sweatshirt,Red,1,2499,2499,Mumbai,UPI
1301,2024-01-07,Lower Wear,Jogger Pants,Grey,1,1799,1799,Delhi,UPI
1302,2024-01-07,Lower Wear,Jogger Pants,Grey,2,1799,3598,Delhi,Credit Card
1303,2024-01-07,Lower Wear,Cargo Shorts,Khaki,3,1299,3897,Delhi,Debit Card
1304,2024-01-07,Lower Wear,Chino Pants,Beige,3,1999,5997,Delhi,Debit Card
1305,2024-01-07,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Delhi,UPI
1306,2024-01-07,Lower Wear,Slim Jeans,Dark Blue,1,2999,2999,Delhi,Debit Card
1307,2024-01-07,Upper Wear,Slim Fit T-Shirt,White,3,799,2397,Delhi,Debit Card
1308,2024-01-07,Lower Wear,Slim Jeans,Dark Blue,2,2999,5998,Delhi,Debit Card
1309,2024-01-07,Lower Wear,Jogger Pants,Navy,3,1799,5397,Delhi,Credit Card
1310,2024-01-07,Lower Wear,Chino Pants,Beige,1,1999,1999,Delhi,Debit Card
1311,2024-01-07,Lower Wear,Cargo Shorts,Khaki,3,1299,3897,Delhi,UPI
1312,2024-01-07,Upper Wear,Hooded Sweatshirt,Red,1,2499,2499,Delhi,UPI
1313,2024-01-07,Lower Wear,Chino Pants,Beige,1,1999,1999,Delhi,Credit Card
1314,2024-01-07,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Hyderabad,UPI
1315,2024-01-07,Lower Wear,Slim Jeans,Dark Blue,2,2999,5998,Hyderabad,UPI
1316,2024-01-07,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Hyderabad,Credit Card
1317,2024-01-07,Lower Wear,Chino Pants,Beige,3,1999,5997,Hyderabad,Credit Card
1318,2024-01-07,Upper Wear,Denim Jacket,Indigo,2,4999,9998,Hyderabad,UPI
1319,2024-01-07,Lower Wear,Cargo Shorts,Khaki,1,1299,1299,Hyderabad,Debit Card
1320,2024-01-07,Upper Wear,Denim Jacket,Indigo,1,4999,4999,Hyderabad,UPI
1321,2024-01-07,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Hyderabad,UPI
1322,2024-01-07,Lower Wear,Jogger Pants,Navy,1,1799,1799,Hyderabad,Debit Card
1323,2024-01-07,Lower Wear,Jogger Pants,Grey,2,1799,3598,Hyderabad,Debit Card
1324,2024-01-08,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Bangalore,UPI
1325,2024-01-08,Lower Wear,Chino Pants,Beige,1,1999,1999,Bangalore,Credit Card
1326,2024-01-08,Lower Wear,Chino Pants,Beige,2,1999,3998,Bangalore,UPI
1327,2024-01-08,Lower Wear,Chino Pants,Beige,2,1999,3998,Bangalore,Credit Card
1328,2024-01-08,Upper Wear,Casual Shirt,Blue,2,1499,2998,Bangalore,UPI
1329,2024-01-08,Lower Wear,Cargo Shorts,Black,2,1299,2598,Bangalore,Debit Card
1330,2024-01-08,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Bangalore,Credit Card
1331,2024-01-08,Lower Wear,Jogger Pants,Grey,3,1799,5397,Bangalore,Credit Card
1332,2024-01-08,Lower Wear,Jogger Pants,Grey,3,1799,5397,Bangalore,Credit Card
1333,2024-01-08,Upper Wear,Denim Jacket,Indigo,1,4999,4999,Bangalore,Credit Card
1334,2024-01-08,Lower Wear,Chino Pants,Beige,2,1999,3998,Bangalore,Credit Card
1335,2024-01-08,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Bangalore,UPI
1336,2024-01-08,Upper Wear,Denim Jacket,Black,2,4999,9998,Mumbai,Credit Card
1337,2024-01-08,Upper Wear,Denim Jacket,Black,1,4999,4999,Mumbai,Credit Card
1338,2024-01-08,Lower Wear,Chino Pants,Beige,1,1999,1999,Mumbai,Debit Card
1339,2024-01-08,Upper Wear,Denim Jacket,Indigo,1,4999,4999,Mumbai,UPI
1340,2024-01-08,Lower Wear,Jogger Pants,Navy,2,1799,3598,Mumbai,UPI
1341,2024-01-08,Lower Wear,Jogger Pants,Navy,3,1799,5397,Mumbai,UPI
1342,2024-01-08,Lower Wear,Chino Pants,Beige,1,1999,1999,Mumbai,Debit Card
1343,2024-01-08,Lower Wear,Jogger Pants,Grey,3,1799,5397,Mumbai,UPI
1344,2024-01-08,Lower Wear,Cargo Shorts,Khaki,2,1299,2598,Mumbai,UPI
1345,2024-01-08,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Mumbai,Debit Card
1346,2024-01-08,Upper Wear,Slim Fit T-Shirt,White,3,799,2397,Mumbai,Credit Card
1347,2024-01-08,Lower Wear,Slim Jeans,Dark Blue,2,2999,5998,Mumbai,UPI
1348,2024-01-08,Upper Wear,Casual Shirt,Grey,2,1499,2998,Delhi,Credit Card
1349,2024-01-08,Upper Wear,Denim Jacket,Indigo,3,4999,14997,Delhi,UPI
1350,2024-01-08,Upper Wear,Casual Shirt,Blue,2,1499,2998,Delhi,Credit Card
1351,2024-01-08,Lower Wear,Chino Pants,Beige,3,1999,5997,Delhi,Debit Card
1352,2024-01-08,Upper Wear,Slim Fit T-Shirt,Black,3,799,2397,Delhi,Debit Card
1353,2024-01-08,Lower Wear,Jogger Pants,Navy,3,1799,5397,Delhi,UPI
1354,2024-01-08,Lower Wear,Slim Jeans,Dark Blue,1,2999,2999,Delhi,Credit Card
1355,2024-01-08,Upper Wear,Denim Jacket,Indigo,1,4999,4999,Delhi,Credit Card
1356,2024-01-08,Upper Wear,Casual Shirt,Grey,3,1499,4497,Delhi,Debit Card
1357,2024-01-08,Lower Wear,Jogger Pants,Grey,2,1799,3598,Delhi,Credit Card
1358,2024-01-08,Lower Wear,Cargo Shorts,Black,1,1299,1299,Delhi,Credit Card
1359,2024-01-08,Upper Wear,Hooded Sweatshirt,Red,2,2499,4998,Delhi,Credit Card
1360,2024-01-08,Lower Wear,Jogger Pants,Navy,3,1799,5397,Hyderabad,Debit Card
1361,2024-01-08,Lower Wear,Cargo Shorts,Black,3,1299,3897,Hyderabad,UPI
1362,2024-01-08,Lower Wear,Chino Pants,Beige,3,1999,5997,Hyderabad,Debit Card
1363,2024-01-08,Lower Wear,Chino Pants,Beige,1,1999,1999,Hyderabad,Credit Card
1364,2024-01-08,Lower Wear,Jogger Pants,Grey,3,1799,5397,Hyderabad,Debit Card
1365,2024-01-08,Lower Wear,Cargo Shorts,Black,1,1299,1299,Hyderabad,Credit Card
1366,2024-01-08,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Hyderabad,Credit Card
1367,2024-01-08,Lower Wear,Jogger Pants,Grey,2,1799,3598,Hyderabad,Credit Card
1368,2024-01-08,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Hyderabad,Debit Card
1369,2024-01-09,Upper Wear,Casual Shirt,Grey,1,1499,1499,Bangalore,Credit Card
1370,2024-01-09,Lower Wear,Slim Jeans,Dark Blue,1,2999,2999,Bangalore,UPI
1371,2024-01-09,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Bangalore,Debit Card
1372,2024-01-09,Lower Wear,Slim Jeans,Light Blue,3,2999,8997,Bangalore,Debit Card
1373,2024-01-09,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Bangalore,UPI
1374,2024-01-09,Upper Wear,Hooded Sweatshirt,Red,2,2499,4998,Bangalore,Credit Card
1375,2024-01-09,Lower Wear,Cargo Shorts,Black,3,1299,3897,Bangalore,Debit Card
1376,2024-01-09,Lower Wear,Slim Jeans,Light Blue,2,2999,5998,Bangalore,Debit Card
1377,2024-01-09,Upper Wear,Hooded Sweatshirt,Red,1,2499,2499,Bangalore,UPI
1378,2024-01-09,Upper Wear,Slim Fit T-Shirt,Black,2,799,1598,Bangalore,Credit Card
1379,2024-01-09,Lower Wear,Jogger Pants,Grey,1,1799,1799,Bangalore,UPI
1380,2024-01-09,Upper Wear,Slim Fit T-Shirt,White,3,799,2397,Bangalore,Credit Card
1381,2024-01-09,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Mumbai,UPI
1382,2024-01-09,Upper Wear,Casual Shirt,Grey,1,1499,1499,Mumbai,UPI
1383,2024-01-09,Lower Wear,Chino Pants,Beige,2,1999,3998,Mumbai,Debit Card
1384,2024-01-09,Upper Wear,Casual Shirt,Blue,1,1499,1499,Mumbai,UPI
1385,2024-01-09,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Mumbai,UPI
1386,2024-01-09,Upper Wear,Slim Fit T-Shirt,Black,3,799,2397,Mumbai,Debit Card
1387,2024-01-09,Upper Wear,Slim Fit T-Shirt,White,3,799,2397,Mumbai,Debit Card
1388,2024-01-09,Lower Wear,Cargo Shorts,Black,3,1299,3897,Mumbai,UPI
1389,2024-01-09,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Mumbai,Credit Card
1390,2024-01-09,Lower Wear,Chino Pants,Beige,3,1999,5997,Mumbai,Debit Card
1391,2024-01-09,Lower Wear,Jogger Pants,Grey,2,1799,3598,Mumbai,UPI
1392,2024-01-09,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Mumbai,UPI
1393,2024-01-09,Upper Wear,Slim Fit T-Shirt,White,3,799,2397,Delhi,Debit Card
1394,2024-01-09,Upper Wear,Hooded Sweatshirt,Red,3,2499,7497,Delhi,Credit Card
1395,2024-01-09,Upper Wear,Denim Jacket,Black,3,4999,14997,Delhi,Credit Card
1396,2024-01-09,Lower Wear,Slim Jeans,Dark Blue,3,2999,8997,Delhi,UPI
1397,2024-01-09,Lower Wear,Chino Pants,Beige,2,1999,3998,Delhi,UPI
1398,2024-01-09,Lower Wear,Chino Pants,Beige,3,1999,5997,Delhi,Debit Card
1399,2024-01-09,Lower Wear,Cargo Shorts,Black,1,1299,1299,Delhi,Credit Card
1400,2024-01-09,Upper Wear,Denim Jacket,Indigo,3,4999,14997,Delhi,Credit Card
1401,2024-01-09,Upper Wear,Denim Jacket,Black,3,4999,14997,Delhi,Debit Card
1402,2024-01-09,Lower Wear,Jogger Pants,Grey,1,1799,1799,Delhi,Credit Card
1403,2024-01-09,Lower Wear,Jogger Pants,Navy,2,1799,3598,Delhi,UPI
1404,2024-01-09,Lower Wear,Chino Pants,Beige,2,1999,3998,Delhi,Debit Card
1405,2024-01-09,Lower Wear,Cargo Shorts,Black,1,1299,1299,Hyderabad,UPI
1406,2024-01-09,Upper Wear,Casual Shirt,Grey,3,1499,4497,Hyderabad,UPI
1407,2024-01-09,Lower Wear,Cargo Shorts,Khaki,1,1299,1299,Hyderabad,UPI
1408,2024-01-09,Upper Wear,Casual Shirt,Grey,1,1499,1499,Hyderabad,Debit Card
1409,2024-01-09,Lower Wear,Cargo Shorts,Khaki,2,1299,2598,Hyderabad,Debit Card
1410,2024-01-09,Upper Wear,Denim Jacket,Indigo,2,4999,9998,Hyderabad,UPI
1411,2024-01-09,Lower Wear,Slim Jeans,Dark Blue,2,2999,5998,Hyderabad,Credit Card
1412,2024-01-09,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Hyderabad,UPI
1413,2024-01-09,Lower Wear,Cargo Shorts,Khaki,1,1299,1299,Hyderabad,Debit Card
1414,2024-01-10,Lower Wear,Cargo Shorts,Black,3,1299,3897,Bangalore,Credit Card
1415,2024-01-10,Lower Wear,Cargo Shorts,Black,2,1299,2598,Bangalore,UPI
1416,2024-01-10,Upper Wear,Casual Shirt,Grey,2,1499,2998,Bangalore,Credit Card
1417,2024-01-10,Upper Wear,Casual Shirt,Blue,1,1499,1499,Bangalore,UPI
1418,2024-01-10,Lower Wear,Slim Jeans,Dark Blue,3,2999,8997,Bangalore,Credit Card
1419,2024-01-10,Upper Wear,Denim Jacket,Indigo,2,4999,9998,Bangalore,Debit Card
1420,2024-01-10,Upper Wear,Casual Shirt,Grey,3,1499,4497,Bangalore,Debit Card
1421,2024-01-10,Lower Wear,Chino Pants,Beige,1,1999,1999,Bangalore,UPI
1422,2024-01-10,Lower Wear,Cargo Shorts,Black,3,1299,3897,Bangalore,Credit Card
1423,2024-01-10,Upper Wear,Slim Fit T-Shirt,Black,3,799,2397,Bangalore,UPI
1424,2024-01-10,Upper Wear,Casual Shirt,Blue,3,1499,4497,Bangalore,Credit Card
1425,2024-01-10,Lower Wear,Chino Pants,Beige,1,1999,1999,Bangalore,Credit Card
1426,2024-01-10,Lower Wear,Chino Pants,Beige,2,1999,3998,Mumbai,UPI
1427,2024-01-10,Upper Wear,Slim Fit T-Shirt,White,1,799,799,Mumbai,UPI
1428,2024-01-10,Upper Wear,Casual Shirt,Grey,3,1499,4497,Mumbai,Debit Card
1429,2024-01-10,Lower Wear,Jogger Pants,Grey,3,1799,5397,Mumbai,Debit Card
1430,2024-01-10,Lower Wear,Cargo Shorts,Black,2,1299,2598,Mumbai,Debit Card
1431,2024-01-10,Upper Wear,Casual Shirt,Grey,1,1499,1499,Mumbai,Credit Card
1432,2024-01-10,Upper Wear,Slim Fit T-Shirt,White,1,799,799,Mumbai,UPI
1433,2024-01-10,Lower Wear,Cargo Shorts,Khaki,1,1299,1299,Mumbai,Debit Card
1434,2024-01-10,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Mumbai,Credit Card
1435,2024-01-10,Lower Wear,Jogger Pants,Navy,3,1799,5397,Mumbai,UPI
1436,2024-01-10,Upper Wear,Denim Jacket,Black,1,4999,4999,Mumbai,Credit Card
1437,2024-01-10,Lower Wear,Chino Pants,Beige,1,1999,1999,Mumbai,Debit Card
1438,2024-01-10,Upper Wear,Denim Jacket,Black,2,4999,9998,Delhi,Credit Card
1439,2024-01-10,Lower Wear,Cargo Shorts,Khaki,3,1299,3897,Delhi,Debit Card
1440,2024-01-10,Lower Wear,Chino Pants,Beige,3,1999,5997,Delhi,Debit Card
1441,2024-01-10,Upper Wear,Casual Shirt,Blue,3,1499,4497,Delhi,Credit Card
1442,2024-01-10,Lower Wear,Jogger Pants,Navy,3,1799,5397,Delhi,Credit Card
1443,2024-01-10,Upper Wear,Denim Jacket,Indigo,1,4999,4999,Delhi,Debit Card
1444,2024-01-10,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Delhi,UPI
1445,2024-01-10,Upper Wear,Casual Shirt,Grey,2,1499,2998,Delhi,Credit Card
1446,2024-01-10,Lower Wear,Slim Jeans,Dark Blue,3,2999,8997,Delhi,Credit Card
1447,2024-01-10,Lower Wear,Chino Pants,Beige,1,1999,1999,Delhi,UPI
1448,2024-01-10,Upper Wear,Slim Fit T-Shirt,Black,2,799,1598,Delhi,UPI
1449,2024-01-10,Lower Wear,Chino Pants,Beige,3,1999,5997,Delhi,Credit Card
1450,2024-01-10,Upper Wear,Slim Fit T-Shirt,White,3,799,2397,Hyderabad,UPI
1451,2024-01-10,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Hyderabad,Credit Card
1452,2024-01-10,Lower Wear,Chino Pants,Beige,3,1999,5997,Hyderabad,UPI
1453,2024-01-10,Lower Wear,Slim Jeans,Dark Blue,2,2999,5998,Hyderabad,Credit Card
1454,2024-01-10,Upper Wear,Slim Fit T-Shirt,Black,2,799,1598,Hyderabad,Debit Card
1455,2024-01-10,Upper Wear,Denim Jacket,Indigo,3,4999,14997,Hyderabad,Debit Card
1456,2024-01-10,Lower Wear,Slim Jeans,Dark Blue,3,2999,8997,Hyderabad,Debit Card
1457,2024-01-10,Lower Wear,Jogger Pants,Grey,2,1799,3598,Hyderabad,Credit Card
1458,2024-01-10,Lower Wear,Slim Jeans,Dark Blue,2,2999,5998,Hyderabad,UPI
1459,2024-01-11,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Bangalore,UPI
1460,2024-01-11,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Bangalore,Debit Card
1461,2024-01-11,Upper Wear,Slim Fit T-Shirt,Black,3,799,2397,Bangalore,UPI
1462,2024-01-11,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Bangalore,Credit Card
1463,2024-01-11,Lower Wear,Slim Jeans,Light Blue,3,2999,8997,Bangalore,UPI
1464,2024-01-11,Upper Wear,Denim Jacket,Indigo,1,4999,4999,Bangalore,UPI
1465,2024-01-11,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Bangalore,Debit Card
1466,2024-01-11,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Bangalore,Debit Card
1467,2024-01-11,Lower Wear,Cargo Shorts,Black,2,1299,2598,Bangalore,Credit Card
1468,2024-01-11,Lower Wear,Slim Jeans,Light Blue,2,2999,5998,Bangalore,Credit Card
1469,2024-01-11,Upper Wear,Casual Shirt,Blue,3,1499,4497,Bangalore,UPI
1470,2024-01-11,Upper Wear,Denim Jacket,Indigo,3,4999,14997,Bangalore,Credit Card
1471,2024-01-11,Lower Wear,Chino Pants,Beige,3,1999,5997,Mumbai,UPI
1472,2024-01-11,Lower Wear,Slim Jeans,Dark Blue,1,2999,2999,Mumbai,Credit Card
1473,2024-01-11,Upper Wear,Casual Shirt,Blue,3,1499,4497,Mumbai,Credit Card
1474,2024-01-11,Upper Wear,Casual Shirt,Grey,1,1499,1499,Mumbai,Credit Card
1475,2024-01-11,Upper Wear,Slim Fit T-Shirt,White,1,799,799,Mumbai,Credit Card
1476,2024-01-11,Upper Wear,Hooded Sweatshirt,Red,3,2499,7497,Mumbai,UPI
1477,2024-01-11,Lower Wear,Chino Pants,Beige,1,1999,1999,Mumbai,Debit Card
1478,2024-01-11,Lower Wear,Slim Jeans,Dark Blue,1,2999,2999,Mumbai,Debit Card
1479,2024-01-11,Upper Wear,Denim Jacket,Indigo,3,4999,14997,Mumbai,Debit Card
1480,2024-01-11,Lower Wear,Cargo Shorts,Black,2,1299,2598,Mumbai,Debit Card
1481,2024-01-11,Upper Wear,Denim Jacket,Indigo,3,4999,14997,Mumbai,Debit Card
1482,2024-01-11,Lower Wear,Jogger Pants,Navy,3,1799,5397,Mumbai,Debit Card
1483,2024-01-11,Lower Wear,Slim Jeans,Dark Blue,3,2999,8997,Delhi,Credit Card
1484,2024-01-11,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Delhi,Credit Card
1485,2024-01-11,Upper Wear,Slim Fit T-Shirt,Black,2,799,1598,Delhi,UPI
1486,2024-01-11,Lower Wear,Jogger Pants,Grey,1,1799,1799,Delhi,Credit Card
1487,2024-01-11,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Delhi,Credit Card
1488,2024-01-11,Lower Wear,Jogger Pants,Navy,2,1799,3598,Delhi,Debit Card
1489,2024-01-11,Upper Wear,Slim Fit T-Shirt,Black,2,799,1598,Delhi,UPI
1490,2024-01-11,Lower Wear,Cargo Shorts,Khaki,3,1299,3897,Delhi,Debit Card
1491,2024-01-11,Lower Wear,Cargo Shorts,Black,2,1299,2598,Delhi,UPI
1492,2024-01-11,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Delhi,Debit Card
1493,2024-01-11,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Delhi,Credit Card
1494,2024-01-11,Upper Wear,Hooded Sweatshirt,Red,3,2499,7497,Delhi,Credit Card
1495,2024-01-11,Lower Wear,Jogger Pants,Grey,2,1799,3598,Hyderabad,Debit Card
1496,2024-01-11,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Hyderabad,Credit Card
1497,2024-01-11,Lower Wear,Chino Pants,Beige,2,1999,3998,Hyderabad,Credit Card
1498,2024-01-11,Upper Wear,Slim Fit T-Shirt,Black,2,799,1598,Hyderabad,Credit Card
1499,2024-01-11,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Hyderabad,Credit Card
1500,2024-01-11,Upper Wear,Casual Shirt,Grey,2,1499,2998,Hyderabad,UPI
1501,2024-01-11,Upper Wear,Denim Jacket,Black,2,4999,9998,Hyderabad,Debit Card
1502,2024-01-11,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Hyderabad,UPI
1503,2024-01-11,Lower Wear,Cargo Shorts,Black,3,1299,3897,Hyderabad,Credit Card
1504,2024-01-12,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Bangalore,UPI
1505,2024-01-12,Lower Wear,Cargo Shorts,Black,3,1299,3897,Bangalore,Credit Card
1506,2024-01-12,Upper Wear,Casual Shirt,Grey,1,1499,1499,Bangalore,Credit Card
1507,2024-01-12,Upper Wear,Hooded Sweatshirt,Red,1,2499,2499,Bangalore,UPI
1508,2024-01-12,Lower Wear,Slim Jeans,Dark Blue,3,2999,8997,Bangalore,Debit Card
1509,2024-01-12,Lower Wear,Cargo Shorts,Khaki,2,1299,2598,Bangalore,UPI
1510,2024-01-12,Lower Wear,Slim Jeans,Light Blue,1,2999,2999,Bangalore,Debit Card
1511,2024-01-12,Lower Wear,Cargo Shorts,Black,1,1299,1299,Bangalore,Debit Card
1512,2024-01-12,Lower Wear,Chino Pants,Beige,3,1999,5997,Bangalore,Debit Card
1513,2024-01-12,Lower Wear,Chino Pants,Beige,3,1999,5997,Bangalore,Credit Card
1514,2024-01-12,Upper Wear,Slim Fit T-Shirt,Black,3,799,2397,Bangalore,UPI
1515,2024-01-12,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Bangalore,Credit Card
1516,2024-01-12,Lower Wear,Jogger Pants,Navy,1,1799,1799,Mumbai,Debit Card
1517,2024-01-12,Lower Wear,Chino Pants,Beige,3,1999,5997,Mumbai,Credit Card
1518,2024-01-12,Lower Wear,Cargo Shorts,Black,1,1299,1299,Mumbai,Debit Card
1519,2024-01-12,Upper Wear,Casual Shirt,Blue,3,1499,4497,Mumbai,Credit Card
1520,2024-01-12,Lower Wear,Chino Pants,Beige,2,1999,3998,Mumbai,UPI
1521,2024-01-12,Lower Wear,Chino Pants,Beige,1,1999,1999,Mumbai,Credit Card
1522,2024-01-12,Lower Wear,Jogger Pants,Grey,1,1799,1799,Mumbai,Debit Card
1523,2024-01-12,Upper Wear,Denim Jacket,Indigo,2,4999,9998,Mumbai,Debit Card
1524,2024-01-12,Lower Wear,Cargo Shorts,Black,3,1299,3897,Mumbai,Credit Card
1525,2024-01-12,Upper Wear,Slim Fit T-Shirt,White,3,799,2397,Mumbai,UPI
1526,2024-01-12,Upper Wear,Casual Shirt,Blue,2,1499,2998,Mumbai,Debit Card
1527,2024-01-12,Lower Wear,Chino Pants,Beige,1,1999,1999,Mumbai,UPI
1528,2024-01-12,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Delhi,Credit Card
1529,2024-01-12,Upper Wear,Hooded Sweatshirt,Red,2,2499,4998,Delhi,UPI
1530,2024-01-12,Upper Wear,Casual Shirt,Blue,1,1499,1499,Delhi,Credit Card
1531,2024-01-12,Lower Wear,Cargo Shorts,Black,2,1299,2598,Delhi,UPI
1532,2024-01-12,Lower Wear,Slim Jeans,Dark Blue,2,2999,5998,Delhi,UPI
1533,2024-01-12,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Delhi,Credit Card
1534,2024-01-12,Upper Wear,Casual Shirt,Grey,3,1499,4497,Delhi,UPI
1535,2024-01-12,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Delhi,UPI
1536,2024-01-12,Upper Wear,Slim Fit T-Shirt,White,1,799,799,Delhi,Debit Card
1537,2024-01-12,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Delhi,Debit Card
1538,2024-01-12,Upper Wear,Denim Jacket,Black,3,4999,14997,Delhi,Debit Card
1539,2024-01-12,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Delhi,Debit Card
1540,2024-01-12,Lower Wear,Chino Pants,Beige,1,1999,1999,Hyderabad,UPI
1541,2024-01-12,Lower Wear,Chino Pants,Beige,1,1999,1999,Hyderabad,Debit Card
1542,2024-01-12,Upper Wear,Casual Shirt,Blue,1,1499,1499,Hyderabad,UPI
1543,2024-01-12,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Hyderabad,UPI
1544,2024-01-12,Lower Wear,Jogger Pants,Navy,1,1799,1799,Hyderabad,UPI
1545,2024-01-12,Upper Wear,Casual Shirt,Blue,3,1499,4497,Hyderabad,Debit Card
1546,2024-01-12,Lower Wear,Cargo Shorts,Black,1,1299,1299,Hyderabad,UPI
1547,2024-01-12,Upper Wear,Denim Jacket,Indigo,3,4999,14997,Hyderabad,UPI
1548,2024-01-12,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Hyderabad,Credit Card
1549,2024-01-13,Lower Wear,Chino Pants,Beige,3,1999,5997,Bangalore,UPI
1550,2024-01-13,Lower Wear,Slim Jeans,Light Blue,2,2999,5998,Bangalore,Debit Card
1551,2024-01-13,Upper Wear,Casual Shirt,Blue,3,1499,4497,Bangalore,Credit Card
1552,2024-01-13,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Bangalore,UPI
1553,2024-01-13,Lower Wear,Jogger Pants,Navy,2,1799,3598,Bangalore,Debit Card
1554,2024-01-13,Upper Wear,Denim Jacket,Black,1,4999,4999,Bangalore,Credit Card
1555,2024-01-13,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Bangalore,Debit Card
1556,2024-01-13,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Bangalore,UPI
1557,2024-01-13,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Bangalore,Debit Card
1558,2024-01-13,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Bangalore,Debit Card
1559,2024-01-13,Upper Wear,Slim Fit T-Shirt,Black,3,799,2397,Bangalore,UPI
1560,2024-01-13,Upper Wear,Denim Jacket,Black,2,4999,9998,Bangalore,Credit Card
1561,2024-01-13,Lower Wear,Jogger Pants,Navy,1,1799,1799,Bangalore,Credit Card
1562,2024-01-13,Upper Wear,Hooded Sweatshirt,Red,3,2499,7497,Mumbai,Debit Card
1563,2024-01-13,Lower Wear,Slim Jeans,Dark Blue,2,2999,5998,Mumbai,Credit Card
1564,2024-01-13,Upper Wear,Hooded Sweatshirt,Red,3,2499,7497,Mumbai,Debit Card
1565,2024-01-13,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Mumbai,Debit Card
