Date,Product Name,Product Category,Units Sold,Unit Price,Total Revenue,Region,Transaction ID
2025-02-08,Pique Polo T-Shirt,Men · Topwear,3,599,1797,Kolkata,T20250208-KOL
2025-02-08,Slim Fit Chinos,Men · Bottomwear,6,1199,7194,Kolkata,T20250208-KOL
2025-02-08,Straight Fit Denim Jeans,Men · Bottomwear,6,1499,8994,Kolkata,T20250208-KOL
2025-02-08,Cargo Joggers,Men · Bottomwear,3,899,2697,Kolkata,T20250208-KOL
2025-02-08,Rayon Crop Top,Women · Topwear,9,399,3591,Kolkata,T20250208-KOL
2025-02-08,Printed A-Line Kurti,Women · Topwear,11,799,8789,Kolkata,T20250208-KOL
2025-02-08,Ribbed Knit Top,Women · Topwear,3,549,1647,Kolkata,T20250208-KOL
2025-02-08,Oversized Sweatshirt,Women · Topwear,3,1099,3297,Kolkata,T20250208-KOL
2025-02-08,High-Rise Skinny Jeans,Women · Bottomwear,5,1399,6995,Kolkata,T20250208-KOL
2025-02-08,Flowy Palazzo Pants,Women · Bottomwear,4,699,2796,Kolkata,T20250208-KOL
2025-02-08,Pleated Midi Skirt,Women · Bottomwear,5,899,4495,Kolkata,T20250208-KOL
2025-02-08,Puffer Jacket,Outerwear,2,2499,4998,Kolkata,T20250208-KOL
2025-02-08,Denim Jacket,Outerwear,3,1799,5397,Kolkata,T20250208-KOL
2025-02-08,Anarkali Kurta Set,Ethnic & Occasion,7,1999,13993,Kolkata,T20250208-KOL
2025-02-08,Cotton Handloom Saree,Ethnic & Occasion,10,1599,15990,Kolkata,T20250208-KOL
2025-02-08,Nehru Jacket,Ethnic & Occasion,3,1499,4497,Kolkata,T20250208-KOL
2025-02-08,Oversized Cotton Tee,Men · Topwear,14,349,4886,Ahmedabad,T20250208-AHM
2025-02-08,Linen Blend Casual Shirt,Men · Topwear,8,999,7992,Ahmedabad,T20250208-AHM
2025-02-08,Zip-Up Hoodie,Men · Topwear,2,1299,2598,Ahmedabad,T20250208-AHM
2025-02-08,Pique Polo T-Shirt,Men · Topwear,4,599,2396,Ahmedabad,T20250208-AHM
2025-02-08,Slim Fit Chinos,Men · Bottomwear,3,1199,3597,Ahmedabad,T20250208-AHM
2025-02-08,Straight Fit Denim Jeans,Men · Bottomwear,11,1499,16489,Ahmedabad,T20250208-AHM
2025-02-08,Cargo Joggers,Men · Bottomwear,4,899,3596,Ahmedabad,T20250208-AHM
2025-02-08,Rayon Crop Top,Women · Topwear,3,399,1197,Ahmedabad,T20250208-AHM
2025-02-08,Printed A-Line Kurti,Women · Topwear,8,799,6392,Ahmedabad,T20250208-AHM
2025-02-08,Ribbed Knit Top,Women · Topwear,5,549,2745,Ahmedabad,T20250208-AHM
2025-02-08,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Ahmedabad,T20250208-AHM
2025-02-08,High-Rise Skinny Jeans,Women · Bottomwear,3,1399,4197,Ahmedabad,T20250208-AHM
2025-02-08,Flowy Palazzo Pants,Women · Bottomwear,3,699,2097,Ahmedabad,T20250208-AHM
2025-02-08,Pleated Midi Skirt,Women · Bottomwear,3,899,2697,Ahmedabad,T20250208-AHM
2025-02-08,Puffer Jacket,Outerwear,1,2499,2499,Ahmedabad,T20250208-AHM
2025-02-08,Denim Jacket,Outerwear,4,1799,7196,Ahmedabad,T20250208-AHM
2025-02-08,Anarkali Kurta Set,Ethnic & Occasion,3,1999,5997,Ahmedabad,T20250208-AHM
2025-02-08,Cotton Handloom Saree,Ethnic & Occasion,6,1599,9594,Ahmedabad,T20250208-AHM
2025-02-08,Nehru Jacket,Ethnic & Occasion,4,1499,5996,Ahmedabad,T20250208-AHM
2025-02-09,Oversized Cotton Tee,Men · Topwear,16,349,5584,Bengaluru,T20250209-BEN
2025-02-09,Linen Blend Casual Shirt,Men · Topwear,8,999,7992,Bengaluru,T20250209-BEN
2025-02-09,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Bengaluru,T20250209-BEN
2025-02-09,Pique Polo T-Shirt,Men · Topwear,6,599,3594,Bengaluru,T20250209-BEN
2025-02-09,Slim Fit Chinos,Men · Bottomwear,5,1199,5995,Bengaluru,T20250209-BEN
2025-02-09,Straight Fit Denim Jeans,Men · Bottomwear,9,1499,13491,Bengaluru,T20250209-BEN
2025-02-09,Cargo Joggers,Men · Bottomwear,6,899,5394,Bengaluru,T20250209-BEN
2025-02-09,Rayon Crop Top,Women · Topwear,8,399,3192,Bengaluru,T20250209-BEN
2025-02-09,Printed A-Line Kurti,Women · Topwear,17,799,13583,Bengaluru,T20250209-BEN
2025-02-09,Ribbed Knit Top,Women · Topwear,2,549,1098,Bengaluru,T20250209-BEN
2025-02-09,Oversized Sweatshirt,Women · Topwear,3,1099,3297,Bengaluru,T20250209-BEN
2025-02-09,High-Rise Skinny Jeans,Women · Bottomwear,12,1399,16788,Bengaluru,T20250209-BEN
2025-02-09,Flowy Palazzo Pants,Women · Bottomwear,6,699,4194,Bengaluru,T20250209-BEN
2025-02-09,Pleated Midi Skirt,Women · Bottomwear,9,899,8091,Bengaluru,T20250209-BEN
2025-02-09,Denim Jacket,Outerwear,2,1799,3598,Bengaluru,T20250209-BEN
2025-02-09,Anarkali Kurta Set,Ethnic & Occasion,5,1999,9995,Bengaluru,T20250209-BEN
2025-02-09,Cotton Handloom Saree,Ethnic & Occasion,7,1599,11193,Bengaluru,T20250209-BEN
2025-02-09,Nehru Jacket,Ethnic & Occasion,3,1499,4497,Bengaluru,T20250209-BEN
2025-02-09,Embroidered Sherwani,Ethnic & Occasion,2,3499,6998,Bengaluru,T20250209-BEN
2025-02-09,Oversized Cotton Tee,Men · Topwear,22,349,7678,Mumbai,T20250209-MUM
2025-02-09,Linen Blend Casual Shirt,Men · Topwear,9,999,8991,Mumbai,T20250209-MUM
2025-02-09,Zip-Up Hoodie,Men · Topwear,4,1299,5196,Mumbai,T20250209-MUM
2025-02-09,Pique Polo T-Shirt,Men · Topwear,6,599,3594,Mumbai,T20250209-MUM
2025-02-09,Slim Fit Chinos,Men · Bottomwear,9,1199,10791,Mumbai,T20250209-MUM
2025-02-09,Straight Fit Denim Jeans,Men · Bottomwear,11,1499,16489,Mumbai,T20250209-MUM
2025-02-09,Cargo Joggers,Men · Bottomwear,5,899,4495,Mumbai,T20250209-MUM
2025-02-09,Rayon Crop Top,Women · Topwear,10,399,3990,Mumbai,T20250209-MUM
2025-02-09,Printed A-Line Kurti,Women · Topwear,21,799,16779,Mumbai,T20250209-MUM
2025-02-09,Ribbed Knit Top,Women · Topwear,7,549,3843,Mumbai,T20250209-MUM
2025-02-09,Oversized Sweatshirt,Women · Topwear,2,1099,2198,Mumbai,T20250209-MUM
2025-02-09,High-Rise Skinny Jeans,Women · Bottomwear,8,1399,11192,Mumbai,T20250209-MUM
2025-02-09,Flowy Palazzo Pants,Women · Bottomwear,11,699,7689,Mumbai,T20250209-MUM
2025-02-09,Pleated Midi Skirt,Women · Bottomwear,8,899,7192,Mumbai,T20250209-MUM
2025-02-09,Puffer Jacket,Outerwear,2,2499,4998,Mumbai,T20250209-MUM
2025-02-09,Denim Jacket,Outerwear,5,1799,8995,Mumbai,T20250209-MUM
2025-02-09,Anarkali Kurta Set,Ethnic & Occasion,11,1999,21989,Mumbai,T20250209-MUM
2025-02-09,Cotton Handloom Saree,Ethnic & Occasion,7,1599,11193,Mumbai,T20250209-MUM
2025-02-09,Nehru Jacket,Ethnic & Occasion,6,1499,8994,Mumbai,T20250209-MUM
2025-02-09,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Mumbai,T20250209-MUM
2025-02-09,Oversized Cotton Tee,Men · Topwear,13,349,4537,Delhi,T20250209-DEL
2025-02-09,Linen Blend Casual Shirt,Men · Topwear,7,999,6993,Delhi,T20250209-DEL
2025-02-09,Zip-Up Hoodie,Men · Topwear,7,1299,9093,Delhi,T20250209-DEL
2025-02-09,Pique Polo T-Shirt,Men · Topwear,7,599,4193,Delhi,T20250209-DEL
2025-02-09,Slim Fit Chinos,Men · Bottomwear,6,1199,7194,Delhi,T20250209-DEL
2025-02-09,Straight Fit Denim Jeans,Men · Bottomwear,14,1499,20986,Delhi,T20250209-DEL
2025-02-09,Cargo Joggers,Men · Bottomwear,10,899,8990,Delhi,T20250209-DEL
2025-02-09,Rayon Crop Top,Women · Topwear,13,399,5187,Delhi,T20250209-DEL
2025-02-09,Printed A-Line Kurti,Women · Topwear,18,799,14382,Delhi,T20250209-DEL
2025-02-09,Ribbed Knit Top,Women · Topwear,11,549,6039,Delhi,T20250209-DEL
2025-02-09,Oversized Sweatshirt,Women · Topwear,6,1099,6594,Delhi,T20250209-DEL
2025-02-09,High-Rise Skinny Jeans,Women · Bottomwear,8,1399,11192,Delhi,T20250209-DEL
2025-02-09,Flowy Palazzo Pants,Women · Bottomwear,2,699,1398,Delhi,T20250209-DEL
2025-02-09,Pleated Midi Skirt,Women · Bottomwear,4,899,3596,Delhi,T20250209-DEL
2025-02-09,Puffer Jacket,Outerwear,6,2499,14994,Delhi,T20250209-DEL
2025-02-09,Denim Jacket,Outerwear,8,1799,14392,Delhi,T20250209-DEL
2025-02-09,Anarkali Kurta Set,Ethnic & Occasion,11,1999,21989,Delhi,T20250209-DEL
2025-02-09,Cotton Handloom Saree,Ethnic & Occasion,14,1599,22386,Delhi,T20250209-DEL
2025-02-09,Nehru Jacket,Ethnic & Occasion,7,1499,10493,Delhi,T20250209-DEL
2025-02-09,Embroidered Sherwani,Ethnic & Occasion,3,3499,10497,Delhi,T20250209-DEL
2025-02-09,Oversized Cotton Tee,Men · Topwear,10,349,3490,Hyderabad,T20250209-HYD
2025-02-09,Linen Blend Casual Shirt,Men · Topwear,6,999,5994,Hyderabad,T20250209-HYD
2025-02-09,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Hyderabad,T20250209-HYD
2025-02-09,Pique Polo T-Shirt,Men · Topwear,13,599,7787,Hyderabad,T20250209-HYD
2025-02-09,Slim Fit Chinos,Men · Bottomwear,6,1199,7194,Hyderabad,T20250209-HYD
2025-02-09,Straight Fit Denim Jeans,Men · Bottomwear,5,1499,7495,Hyderabad,T20250209-HYD
2025-02-09,Cargo Joggers,Men · Bottomwear,5,899,4495,Hyderabad,T20250209-HYD
2025-02-09,Rayon Crop Top,Women · Topwear,12,399,4788,Hyderabad,T20250209-HYD
2025-02-09,Printed A-Line Kurti,Women · Topwear,13,799,10387,Hyderabad,T20250209-HYD
2025-02-09,Ribbed Knit Top,Women · Topwear,4,549,2196,Hyderabad,T20250209-HYD
2025-02-09,Oversized Sweatshirt,Women · Topwear,2,1099,2198,Hyderabad,T20250209-HYD
2025-02-09,High-Rise Skinny Jeans,Women · Bottomwear,3,1399,4197,Hyderabad,T20250209-HYD
2025-02-09,Flowy Palazzo Pants,Women · Bottomwear,9,699,6291,Hyderabad,T20250209-HYD
2025-02-09,Pleated Midi Skirt,Women · Bottomwear,12,899,10788,Hyderabad,T20250209-HYD
2025-02-09,Puffer Jacket,Outerwear,2,2499,4998,Hyderabad,T20250209-HYD
2025-02-09,Denim Jacket,Outerwear,3,1799,5397,Hyderabad,T20250209-HYD
2025-02-09,Anarkali Kurta Set,Ethnic & Occasion,9,1999,17991,Hyderabad,T20250209-HYD
2025-02-09,Cotton Handloom Saree,Ethnic & Occasion,4,1599,6396,Hyderabad,T20250209-HYD
2025-02-09,Nehru Jacket,Ethnic & Occasion,3,1499,4497,Hyderabad,T20250209-HYD
2025-02-09,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Hyderabad,T20250209-HYD
2025-02-09,Oversized Cotton Tee,Men · Topwear,9,349,3141,Chennai,T20250209-CHE
2025-02-09,Linen Blend Casual Shirt,Men · Topwear,7,999,6993,Chennai,T20250209-CHE
2025-02-09,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Chennai,T20250209-CHE
2025-02-09,Pique Polo T-Shirt,Men · Topwear,5,599,2995,Chennai,T20250209-CHE
2025-02-09,Slim Fit Chinos,Men · Bottomwear,5,1199,5995,Chennai,T20250209-CHE
2025-02-09,Straight Fit Denim Jeans,Men · Bottomwear,6,1499,8994,Chennai,T20250209-CHE
2025-02-09,Cargo Joggers,Men · Bottomwear,6,899,5394,Chennai,T20250209-CHE
2025-02-09,Rayon Crop Top,Women · Topwear,12,399,4788,Chennai,T20250209-CHE
2025-02-09,Printed A-Line Kurti,Women · Topwear,13,799,10387,Chennai,T20250209-CHE
2025-02-09,Ribbed Knit Top,Women · Topwear,5,549,2745,Chennai,T20250209-CHE
2025-02-09,Oversized Sweatshirt,Women · Topwear,2,1099,2198,Chennai,T20250209-CHE
2025-02-09,High-Rise Skinny Jeans,Women · Bottomwear,5,1399,6995,Chennai,T20250209-CHE
2025-02-09,Flowy Palazzo Pants,Women · Bottomwear,4,699,2796,Chennai,T20250209-CHE
2025-02-09,Pleated Midi Skirt,Women · Bottomwear,3,899,2697,Chennai,T20250209-CHE
2025-02-09,Puffer Jacket,Outerwear,2,2499,4998,Chennai,T20250209-CHE
2025-02-09,Denim Jacket,Outerwear,1,1799,1799,Chennai,T20250209-CHE
2025-02-09,Anarkali Kurta Set,Ethnic & Occasion,8,1999,15992,Chennai,T20250209-CHE
2025-02-09,Cotton Handloom Saree,Ethnic & Occasion,7,1599,11193,Chennai,T20250209-CHE
2025-02-09,Nehru Jacket,Ethnic & Occasion,4,1499,5996,Chennai,T20250209-CHE
2025-02-09,Embroidered Sherwani,Ethnic & Occasion,2,3499,6998,Chennai,T20250209-CHE
2025-02-09,Oversized Cotton Tee,Men · Topwear,7,349,2443,Pune,T20250209-PUN
2025-02-09,Linen Blend Casual Shirt,Men · Topwear,5,999,4995,Pune,T20250209-PUN
2025-02-09,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Pune,T20250209-PUN
2025-02-09,Pique Polo T-Shirt,Men · Topwear,4,599,2396,Pune,T20250209-PUN
2025-02-09,Slim Fit Chinos,Men · Bottomwear,5,1199,5995,Pune,T20250209-PUN
2025-02-09,Straight Fit Denim Jeans,Men · Bottomwear,4,1499,5996,Pune,T20250209-PUN
2025-02-09,Cargo Joggers,Men · Bottomwear,2,899,1798,Pune,T20250209-PUN
2025-02-09,Rayon Crop Top,Women · Topwear,13,399,5187,Pune,T20250209-PUN
2025-02-09,Printed A-Line Kurti,Women · Topwear,15,799,11985,Pune,T20250209-PUN
2025-02-09,Ribbed Knit Top,Women · Topwear,4,549,2196,Pune,T20250209-PUN
2025-02-09,High-Rise Skinny Jeans,Women · Bottomwear,8,1399,11192,Pune,T20250209-PUN
2025-02-09,Flowy Palazzo Pants,Women · Bottomwear,5,699,3495,Pune,T20250209-PUN
2025-02-09,Pleated Midi Skirt,Women · Bottomwear,4,899,3596,Pune,T20250209-PUN
2025-02-09,Anarkali Kurta Set,Ethnic & Occasion,8,1999,15992,Pune,T20250209-PUN
2025-02-09,Cotton Handloom Saree,Ethnic & Occasion,5,1599,7995,Pune,T20250209-PUN
2025-02-09,Nehru Jacket,Ethnic & Occasion,4,1499,5996,Pune,T20250209-PUN
2025-02-09,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Pune,T20250209-PUN
2025-02-09,Oversized Cotton Tee,Men · Topwear,6,349,2094,Kolkata,T20250209-KOL
2025-02-09,Linen Blend Casual Shirt,Men · Topwear,10,999,9990,Kolkata,T20250209-KOL
2025-02-09,Zip-Up Hoodie,Men · Topwear,4,1299,5196,Kolkata,T20250209-KOL
2025-02-09,Pique Polo T-Shirt,Men · Topwear,5,599,2995,Kolkata,T20250209-KOL
2025-02-09,Slim Fit Chinos,Men · Bottomwear,4,1199,4796,Kolkata,T20250209-KOL
2025-02-09,Straight Fit Denim Jeans,Men · Bottomwear,4,1499,5996,Kolkata,T20250209-KOL
2025-02-09,Cargo Joggers,Men · Bottomwear,7,899,6293,Kolkata,T20250209-KOL
2025-02-09,Rayon Crop Top,Women · Topwear,12,399,4788,Kolkata,T20250209-KOL
2025-02-09,Printed A-Line Kurti,Women · Topwear,11,799,8789,Kolkata,T20250209-KOL
2025-02-09,Ribbed Knit Top,Women · Topwear,3,549,1647,Kolkata,T20250209-KOL
2025-02-09,Oversized Sweatshirt,Women · Topwear,2,1099,2198,Kolkata,T20250209-KOL
2025-02-09,High-Rise Skinny Jeans,Women · Bottomwear,7,1399,9793,Kolkata,T20250209-KOL
2025-02-09,Flowy Palazzo Pants,Women · Bottomwear,8,699,5592,Kolkata,T20250209-KOL
2025-02-09,Pleated Midi Skirt,Women · Bottomwear,2,899,1798,Kolkata,T20250209-KOL
2025-02-09,Denim Jacket,Outerwear,2,1799,3598,Kolkata,T20250209-KOL
2025-02-09,Anarkali Kurta Set,Ethnic & Occasion,8,1999,15992,Kolkata,T20250209-KOL
2025-02-09,Cotton Handloom Saree,Ethnic & Occasion,3,1599,4797,Kolkata,T20250209-KOL
2025-02-09,Nehru Jacket,Ethnic & Occasion,5,1499,7495,Kolkata,T20250209-KOL
2025-02-09,Embroidered Sherwani,Ethnic & Occasion,2,3499,6998,Kolkata,T20250209-KOL
2025-02-09,Oversized Cotton Tee,Men · Topwear,6,349,2094,Ahmedabad,T20250209-AHM
2025-02-09,Linen Blend Casual Shirt,Men · Topwear,4,999,3996,Ahmedabad,T20250209-AHM
2025-02-09,Zip-Up Hoodie,Men · Topwear,3,1299,3897,Ahmedabad,T20250209-AHM
2025-02-09,Pique Polo T-Shirt,Men · Topwear,5,599,2995,Ahmedabad,T20250209-AHM
2025-02-09,Slim Fit Chinos,Men · Bottomwear,6,1199,7194,Ahmedabad,T20250209-AHM
2025-02-09,Straight Fit Denim Jeans,Men · Bottomwear,5,1499,7495,Ahmedabad,T20250209-AHM
2025-02-09,Cargo Joggers,Men · Bottomwear,3,899,2697,Ahmedabad,T20250209-AHM
2025-02-09,Rayon Crop Top,Women · Topwear,9,399,3591,Ahmedabad,T20250209-AHM
2025-02-09,Printed A-Line Kurti,Women · Topwear,10,799,7990,Ahmedabad,T20250209-AHM
2025-02-09,Ribbed Knit Top,Women · Topwear,3,549,1647,Ahmedabad,T20250209-AHM
2025-02-09,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Ahmedabad,T20250209-AHM
2025-02-09,High-Rise Skinny Jeans,Women · Bottomwear,9,1399,12591,Ahmedabad,T20250209-AHM
2025-02-09,Flowy Palazzo Pants,Women · Bottomwear,3,699,2097,Ahmedabad,T20250209-AHM
2025-02-09,Pleated Midi Skirt,Women · Bottomwear,1,899,899,Ahmedabad,T20250209-AHM
2025-02-09,Anarkali Kurta Set,Ethnic & Occasion,9,1999,17991,Ahmedabad,T20250209-AHM
2025-02-09,Cotton Handloom Saree,Ethnic & Occasion,4,1599,6396,Ahmedabad,T20250209-AHM
2025-02-09,Nehru Jacket,Ethnic & Occasion,1,1499,1499,Ahmedabad,T20250209-AHM
2025-02-09,Embroidered Sherwani,Ethnic & Occasion,2,3499,6998,Ahmedabad,T20250209-AHM
2025-02-10,Oversized Cotton Tee,Men · Topwear,12,349,4188,Bengaluru,T20250210-BEN
2025-02-10,Linen Blend Casual Shirt,Men · Topwear,4,999,3996,Bengaluru,T20250210-BEN
2025-02-10,Zip-Up Hoodie,Men · Topwear,7,1299,9093,Bengaluru,T20250210-BEN
2025-02-10,Pique Polo T-Shirt,Men · Topwear,7,599,4193,Bengaluru,T20250210-BEN
2025-02-10,Slim Fit Chinos,Men · Bottomwear,7,1199,8393,Bengaluru,T20250210-BEN
2025-02-10,Straight Fit Denim Jeans,Men · Bottomwear,5,1499,7495,Bengaluru,T20250210-BEN
2025-02-10,Cargo Joggers,Men · Bottomwear,4,899,3596,Bengaluru,T20250210-BEN
2025-02-10,Rayon Crop Top,Women · Topwear,12,399,4788,Bengaluru,T20250210-BEN
2025-02-10,Printed A-Line Kurti,Women · Topwear,14,799,11186,Bengaluru,T20250210-BEN
2025-02-10,Ribbed Knit Top,Women · Topwear,4,549,2196,Bengaluru,T20250210-BEN
2025-02-10,Oversized Sweatshirt,Women · Topwear,3,1099,3297,Bengaluru,T20250210-BEN
2025-02-10,High-Rise Skinny Jeans,Women · Bottomwear,6,1399,8394,Bengaluru,T20250210-BEN
2025-02-10,Flowy Palazzo Pants,Women · Bottomwear,2,699,1398,Bengaluru,T20250210-BEN
2025-02-10,Pleated Midi Skirt,Women · Bottomwear,2,899,1798,Bengaluru,T20250210-BEN
2025-02-10,Puffer Jacket,Outerwear,1,2499,2499,Bengaluru,T20250210-BEN
2025-02-10,Denim Jacket,Outerwear,1,1799,1799,Bengaluru,T20250210-BEN
2025-02-10,Anarkali Kurta Set,Ethnic & Occasion,4,1999,7996,Bengaluru,T20250210-BEN
2025-02-10,Cotton Handloom Saree,Ethnic & Occasion,7,1599,11193,Bengaluru,T20250210-BEN
2025-02-10,Nehru Jacket,Ethnic & Occasion,4,1499,5996,Bengaluru,T20250210-BEN
2025-02-10,Embroidered Sherwani,Ethnic & Occasion,2,3499,6998,Bengaluru,T20250210-BEN
2025-02-10,Oversized Cotton Tee,Men · Topwear,6,349,2094,Mumbai,T20250210-MUM
2025-02-10,Linen Blend Casual Shirt,Men · Topwear,4,999,3996,Mumbai,T20250210-MUM
2025-02-10,Zip-Up Hoodie,Men · Topwear,3,1299,3897,Mumbai,T20250210-MUM
2025-02-10,Pique Polo T-Shirt,Men · Topwear,9,599,5391,Mumbai,T20250210-MUM
2025-02-10,Slim Fit Chinos,Men · Bottomwear,9,1199,10791,Mumbai,T20250210-MUM
2025-02-10,Straight Fit Denim Jeans,Men · Bottomwear,5,1499,7495,Mumbai,T20250210-MUM
2025-02-10,Cargo Joggers,Men · Bottomwear,6,899,5394,Mumbai,T20250210-MUM
2025-02-10,Rayon Crop Top,Women · Topwear,8,399,3192,Mumbai,T20250210-MUM
2025-02-10,Printed A-Line Kurti,Women · Topwear,16,799,12784,Mumbai,T20250210-MUM
2025-02-10,Ribbed Knit Top,Women · Topwear,4,549,2196,Mumbai,T20250210-MUM
2025-02-10,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Mumbai,T20250210-MUM
2025-02-10,High-Rise Skinny Jeans,Women · Bottomwear,4,1399,5596,Mumbai,T20250210-MUM
2025-02-10,Flowy Palazzo Pants,Women · Bottomwear,9,699,6291,Mumbai,T20250210-MUM
2025-02-10,Pleated Midi Skirt,Women · Bottomwear,2,899,1798,Mumbai,T20250210-MUM
2025-02-10,Puffer Jacket,Outerwear,2,2499,4998,Mumbai,T20250210-MUM
2025-02-10,Denim Jacket,Outerwear,4,1799,7196,Mumbai,T20250210-MUM
2025-02-10,Anarkali Kurta Set,Ethnic & Occasion,9,1999,17991,Mumbai,T20250210-MUM
2025-02-10,Cotton Handloom Saree,Ethnic & Occasion,7,1599,11193,Mumbai,T20250210-MUM
2025-02-10,Nehru Jacket,Ethnic & Occasion,2,1499,2998,Mumbai,T20250210-MUM
2025-02-10,Embroidered Sherwani,Ethnic & Occasion,5,3499,17495,Mumbai,T20250210-MUM
2025-02-10,Oversized Cotton Tee,Men · Topwear,4,349,1396,Delhi,T20250210-DEL
2025-02-10,Linen Blend Casual Shirt,Men · Topwear,5,999,4995,Delhi,T20250210-DEL
2025-02-10,Zip-Up Hoodie,Men · Topwear,3,1299,3897,Delhi,T20250210-DEL
2025-02-10,Pique Polo T-Shirt,Men · Topwear,5,599,2995,Delhi,T20250210-DEL
2025-02-10,Slim Fit Chinos,Men · Bottomwear,8,1199,9592,Delhi,T20250210-DEL
2025-02-10,Straight Fit Denim Jeans,Men · Bottomwear,10,1499,14990,Delhi,T20250210-DEL
2025-02-10,Cargo Joggers,Men · Bottomwear,2,899,1798,Delhi,T20250210-DEL
2025-02-10,Rayon Crop Top,Women · Topwear,6,399,2394,Delhi,T20250210-DEL
2025-02-10,Printed A-Line Kurti,Women · Topwear,9,799,7191,Delhi,T20250210-DEL
2025-02-10,Ribbed Knit Top,Women · Topwear,5,549,2745,Delhi,T20250210-DEL
2025-02-10,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Delhi,T20250210-DEL
2025-02-10,High-Rise Skinny Jeans,Women · Bottomwear,5,1399,6995,Delhi,T20250210-DEL
2025-02-10,Flowy Palazzo Pants,Women · Bottomwear,5,699,3495,Delhi,T20250210-DEL
2025-02-10,Pleated Midi Skirt,Women · Bottomwear,4,899,3596,Delhi,T20250210-DEL
2025-02-10,Puffer Jacket,Outerwear,3,2499,7497,Delhi,T20250210-DEL
2025-02-10,Denim Jacket,Outerwear,5,1799,8995,Delhi,T20250210-DEL
2025-02-10,Anarkali Kurta Set,Ethnic & Occasion,10,1999,19990,Delhi,T20250210-DEL
2025-02-10,Cotton Handloom Saree,Ethnic & Occasion,6,1599,9594,Delhi,T20250210-DEL
2025-02-10,Nehru Jacket,Ethnic & Occasion,1,1499,1499,Delhi,T20250210-DEL
2025-02-10,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Delhi,T20250210-DEL
2025-02-10,Oversized Cotton Tee,Men · Topwear,8,349,2792,Hyderabad,T20250210-HYD
2025-02-10,Linen Blend Casual Shirt,Men · Topwear,5,999,4995,Hyderabad,T20250210-HYD
2025-02-10,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Hyderabad,T20250210-HYD
2025-02-10,Pique Polo T-Shirt,Men · Topwear,4,599,2396,Hyderabad,T20250210-HYD
2025-02-10,Slim Fit Chinos,Men · Bottomwear,4,1199,4796,Hyderabad,T20250210-HYD
2025-02-10,Straight Fit Denim Jeans,Men · Bottomwear,2,1499,2998,Hyderabad,T20250210-HYD
2025-02-10,Cargo Joggers,Men · Bottomwear,5,899,4495,Hyderabad,T20250210-HYD
2025-02-10,Rayon Crop Top,Women · Topwear,9,399,3591,Hyderabad,T20250210-HYD
2025-02-10,Printed A-Line Kurti,Women · Topwear,10,799,7990,Hyderabad,T20250210-HYD
2025-02-10,Ribbed Knit Top,Women · Topwear,1,549,549,Hyderabad,T20250210-HYD
2025-02-10,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Hyderabad,T20250210-HYD
2025-02-10,High-Rise Skinny Jeans,Women · Bottomwear,5,1399,6995,Hyderabad,T20250210-HYD
2025-02-10,Flowy Palazzo Pants,Women · Bottomwear,2,699,1398,Hyderabad,T20250210-HYD
2025-02-10,Pleated Midi Skirt,Women · Bottomwear,5,899,4495,Hyderabad,T20250210-HYD
2025-02-10,Anarkali Kurta Set,Ethnic & Occasion,7,1999,13993,Hyderabad,T20250210-HYD
2025-02-10,Cotton Handloom Saree,Ethnic & Occasion,7,1599,11193,Hyderabad,T20250210-HYD
2025-02-10,Nehru Jacket,Ethnic & Occasion,5,1499,7495,Hyderabad,T20250210-HYD
2025-02-10,Oversized Cotton Tee,Men · Topwear,9,349,3141,Chennai,T20250210-CHE
2025-02-10,Linen Blend Casual Shirt,Men · Topwear,4,999,3996,Chennai,T20250210-CHE
2025-02-10,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Chennai,T20250210-CHE
2025-02-10,Pique Polo T-Shirt,Men · Topwear,3,599,1797,Chennai,T20250210-CHE
2025-02-10,Slim Fit Chinos,Men · Bottomwear,2,1199,2398,Chennai,T20250210-CHE
2025-02-10,Straight Fit Denim Jeans,Men · Bottomwear,2,1499,2998,Chennai,T20250210-CHE
2025-02-10,Cargo Joggers,Men · Bottomwear,2,899,1798,Chennai,T20250210-CHE
2025-02-10,Rayon Crop Top,Women · Topwear,2,399,798,Chennai,T20250210-CHE
2025-02-10,Printed A-Line Kurti,Women · Topwear,4,799,3196,Chennai,T20250210-CHE
2025-02-10,Ribbed Knit Top,Women · Topwear,1,549,549,Chennai,T20250210-CHE
2025-02-10,Oversized Sweatshirt,Women · Topwear,4,1099,4396,Chennai,T20250210-CHE
2025-02-10,High-Rise Skinny Jeans,Women · Bottomwear,8,1399,11192,Chennai,T20250210-CHE
